?cls	?xref
<http://purl.obolibrary.org/obo/MONDO_0024355>	"MESH:D012141"
<http://purl.obolibrary.org/obo/MONDO_0024355>	"SCTID:275498002"
<http://purl.obolibrary.org/obo/MONDO_0003211>	"NCIT:C6015"
<http://purl.obolibrary.org/obo/MONDO_0003211>	"DOID:4930"
<http://purl.obolibrary.org/obo/MONDO_0003211>	"UMLS:C1334920"
<http://purl.obolibrary.org/obo/MONDO_0000257>	"UMLS:C0740441"
<http://purl.obolibrary.org/obo/MONDO_0000257>	"SCTID:409966000"
<http://purl.obolibrary.org/obo/MONDO_0000257>	"DOID:0050140"
<http://purl.obolibrary.org/obo/MONDO_0002661>	"SCTID:95678007"
<http://purl.obolibrary.org/obo/MONDO_0002661>	"DOID:3480"
<http://purl.obolibrary.org/obo/MONDO_0002661>	"UMLS:C0042161"
<http://purl.obolibrary.org/obo/MONDO_0002661>	"NCIT:C26908"
<http://purl.obolibrary.org/obo/MONDO_0002661>	"MESH:D014603"
<http://purl.obolibrary.org/obo/MONDO_0021698>	"SCTID:29212009"
<http://purl.obolibrary.org/obo/MONDO_0021698>	"MESH:D019973"
<http://purl.obolibrary.org/obo/MONDO_0021310>	"NCIT:C4940"
<http://purl.obolibrary.org/obo/MONDO_0021310>	"UMLS:C0746787"
<http://purl.obolibrary.org/obo/MONDO_0021310>	"SCTID:363489000"
<http://purl.obolibrary.org/obo/MONDO_0002824>	"ICD9:425.8"
<http://purl.obolibrary.org/obo/MONDO_0002824>	"SCTID:195029002"
<http://purl.obolibrary.org/obo/MONDO_0002824>	"DOID:3978"
<http://purl.obolibrary.org/obo/MONDO_0011918>	"OMIM:607834"
<http://purl.obolibrary.org/obo/MONDO_0011918>	"MESH:D001007"
<http://purl.obolibrary.org/obo/MONDO_0000922>	"ICD9:614.8"
<http://purl.obolibrary.org/obo/MONDO_0000922>	"EFO:1001388"
<http://purl.obolibrary.org/obo/MONDO_0000922>	"ICD10CM:N70-N77"
<http://purl.obolibrary.org/obo/MONDO_0000922>	"UMLS:C0242172"
<http://purl.obolibrary.org/obo/MONDO_0000922>	"NCIT:C3889"
<http://purl.obolibrary.org/obo/MONDO_0000922>	"MESH:D000292"
<http://purl.obolibrary.org/obo/MONDO_0000922>	"DOID:1003"
<http://purl.obolibrary.org/obo/MONDO_0000922>	"ICD9:614.9"
<http://purl.obolibrary.org/obo/MONDO_0000922>	"ICD9:614-616.99"
<http://purl.obolibrary.org/obo/MONDO_0000922>	"SCTID:198130006"
<http://purl.obolibrary.org/obo/MONDO_0000771>	"DOID:0060496"
<http://purl.obolibrary.org/obo/MONDO_0006011>	"ICD9:573.1"
<http://purl.obolibrary.org/obo/MONDO_0006011>	"ICD10CM:B15-B19"
<http://purl.obolibrary.org/obo/MONDO_0006011>	"EFO:0004196"
<http://purl.obolibrary.org/obo/MONDO_0006011>	"MESH:D006525"
<http://purl.obolibrary.org/obo/MONDO_0006011>	"NCIT:C35124"
<http://purl.obolibrary.org/obo/MONDO_0006011>	"DOID:1884"
<http://purl.obolibrary.org/obo/MONDO_0006011>	"SCTID:3738000"
<http://purl.obolibrary.org/obo/MONDO_0006011>	"UMLS:C0042721"
<http://purl.obolibrary.org/obo/MONDO_0002236>	"ICD9:239.89"
<http://purl.obolibrary.org/obo/MONDO_0002236>	"NCIT:C4767"
<http://purl.obolibrary.org/obo/MONDO_0002236>	"SCTID:371486001"
<http://purl.obolibrary.org/obo/MONDO_0002236>	"DOID:2174"
<http://purl.obolibrary.org/obo/MONDO_0002236>	"MESH:D005134"
<http://purl.obolibrary.org/obo/MONDO_0002236>	"ICD9:190.8"
<http://purl.obolibrary.org/obo/MONDO_0024341>	"NCIT:C7061"
<http://purl.obolibrary.org/obo/MONDO_0024341>	"UMLS:C1335765"
<http://purl.obolibrary.org/obo/MONDO_0024610>	"MESH:D012876"
<http://purl.obolibrary.org/obo/MONDO_0024610>	"UMLS:C0037280"
<http://purl.obolibrary.org/obo/MONDO_0017590>	"ONCOTREE:AMPCA"
<http://purl.obolibrary.org/obo/MONDO_0017590>	"GARD:21237"
<http://purl.obolibrary.org/obo/MONDO_0017590>	"SCTID:254609000"
<http://purl.obolibrary.org/obo/MONDO_0017590>	"MedDRA:10048853"
<http://purl.obolibrary.org/obo/MONDO_0017590>	"NCIT:C3908"
<http://purl.obolibrary.org/obo/MONDO_0017590>	"EFO:1000079"
<http://purl.obolibrary.org/obo/MONDO_0017590>	"DOID:4932"
<http://purl.obolibrary.org/obo/MONDO_0017590>	"UMLS:C0262401"
<http://purl.obolibrary.org/obo/MONDO_0017590>	"Orphanet:300557"
<http://purl.obolibrary.org/obo/MONDO_0024276>	"HP:0031493"
<http://purl.obolibrary.org/obo/MONDO_0024276>	"NCIT:C7132"
<http://purl.obolibrary.org/obo/MONDO_0024276>	"UMLS:C0205854"
<http://purl.obolibrary.org/obo/MONDO_0000833>	"DOID:0080005"
<http://purl.obolibrary.org/obo/MONDO_0019851>	"GARD:19293"
<http://purl.obolibrary.org/obo/MONDO_0019851>	"SCTID:717954003"
<http://purl.obolibrary.org/obo/MONDO_0019851>	"Orphanet:95709"
<http://purl.obolibrary.org/obo/MONDO_0016094>	"GARD:20347"
<http://purl.obolibrary.org/obo/MONDO_0016094>	"Orphanet:206489"
<http://purl.obolibrary.org/obo/MONDO_0016094>	"UMLS:C4749402"
<http://purl.obolibrary.org/obo/MONDO_0015075>	"NCIT:C4815"
<http://purl.obolibrary.org/obo/MONDO_0015075>	"MedDRA:10007476"
<http://purl.obolibrary.org/obo/MONDO_0015075>	"GARD:19763"
<http://purl.obolibrary.org/obo/MONDO_0015075>	"UMLS:C0549473"
<http://purl.obolibrary.org/obo/MONDO_0015075>	"EFO:1000586"
<http://purl.obolibrary.org/obo/MONDO_0015075>	"SCTID:448216007"
<http://purl.obolibrary.org/obo/MONDO_0015075>	"HP:0002890"
<http://purl.obolibrary.org/obo/MONDO_0015075>	"DOID:3963"
<http://purl.obolibrary.org/obo/MONDO_0015075>	"Orphanet:100088"
<http://purl.obolibrary.org/obo/MONDO_0003503>	"UMLS:C1333596"
<http://purl.obolibrary.org/obo/MONDO_0003503>	"DOID:5540"
<http://purl.obolibrary.org/obo/MONDO_0003503>	"NCIT:C6282"
<http://purl.obolibrary.org/obo/MONDO_0002229>	"UMLS:C0341823"
<http://purl.obolibrary.org/obo/MONDO_0002229>	"NCIT:C4381"
<http://purl.obolibrary.org/obo/MONDO_0002229>	"DOID:2152"
<http://purl.obolibrary.org/obo/MONDO_0002229>	"ICD9:239.5"
<http://purl.obolibrary.org/obo/MONDO_0002229>	"ONCOTREE:OVT"
<http://purl.obolibrary.org/obo/MONDO_0002229>	"SCTID:237057005"
<http://purl.obolibrary.org/obo/MONDO_0020689>	"EFO:0002608"
<http://purl.obolibrary.org/obo/MONDO_0020689>	"UMLS:C0001849"
<http://purl.obolibrary.org/obo/MONDO_0020689>	"SCTID:421529006"
<http://purl.obolibrary.org/obo/MONDO_0020689>	"NCIT:C2864"
<http://purl.obolibrary.org/obo/MONDO_0020689>	"MESH:D015526"
<http://purl.obolibrary.org/obo/MONDO_0020689>	"ICD9:294.8"
<http://purl.obolibrary.org/obo/MONDO_0006467>	"UMLS:C1710177"
<http://purl.obolibrary.org/obo/MONDO_0006467>	"EFO:1000594"
<http://purl.obolibrary.org/obo/MONDO_0006467>	"NCIT:C46008"
<http://purl.obolibrary.org/obo/MONDO_0001433>	"SCTID:25658005"
<http://purl.obolibrary.org/obo/MONDO_0001433>	"DOID:121"
<http://purl.obolibrary.org/obo/MONDO_0001433>	"UMLS:C0042251"
<http://purl.obolibrary.org/obo/MONDO_0001433>	"MESH:D014623"
<http://purl.obolibrary.org/obo/MONDO_0001433>	"NCIT:C26910"
<http://purl.obolibrary.org/obo/MONDO_0000653>	"DOID:0060122"
<http://purl.obolibrary.org/obo/MONDO_0005096>	"DOID:1749"
<http://purl.obolibrary.org/obo/MONDO_0005096>	"NCIT:C2929"
<http://purl.obolibrary.org/obo/MONDO_0005096>	"ICDO:8070/3"
<http://purl.obolibrary.org/obo/MONDO_0005096>	"EFO:0000707"
<http://purl.obolibrary.org/obo/MONDO_0005096>	"UMLS:C0007137"
<http://purl.obolibrary.org/obo/MONDO_0005096>	"SCTID:402815007"
<http://purl.obolibrary.org/obo/MONDO_0005096>	"MESH:D002294"
<http://purl.obolibrary.org/obo/MONDO_0004768>	"SCTID:88151007"
<http://purl.obolibrary.org/obo/MONDO_0004768>	"MESH:D007637"
<http://purl.obolibrary.org/obo/MONDO_0004768>	"ICD9:370.49"
<http://purl.obolibrary.org/obo/MONDO_0004768>	"HP:0001096"
<http://purl.obolibrary.org/obo/MONDO_0004768>	"ICD10CM:H16.2"
<http://purl.obolibrary.org/obo/MONDO_0004768>	"ICD9:370.8"
<http://purl.obolibrary.org/obo/MONDO_0004768>	"UMLS:C0022573"
<http://purl.obolibrary.org/obo/MONDO_0004768>	"DOID:9368"
<http://purl.obolibrary.org/obo/MONDO_0004768>	"NCIT:C34744"
<http://purl.obolibrary.org/obo/MONDO_0004768>	"ICD9:370.40"
<http://purl.obolibrary.org/obo/MONDO_0043579>	"SCTID:64613007"
<http://purl.obolibrary.org/obo/MONDO_0043579>	"NCIT:C26765"
<http://purl.obolibrary.org/obo/MONDO_0043579>	"UMLS:C0014335"
<http://purl.obolibrary.org/obo/MONDO_0043579>	"MESH:D004751"
<http://purl.obolibrary.org/obo/MONDO_0000992>	"DOID:10273"
<http://purl.obolibrary.org/obo/MONDO_0000992>	"ICD9:426.6"
<http://purl.obolibrary.org/obo/MONDO_0000992>	"SCTID:44808001"
<http://purl.obolibrary.org/obo/MONDO_0001280>	"UMLS:C0008526"
<http://purl.obolibrary.org/obo/MONDO_0001280>	"GARD:4457"
<http://purl.obolibrary.org/obo/MONDO_0001280>	"HP:0012123"
<http://purl.obolibrary.org/obo/MONDO_0001280>	"NORD:1601"
<http://purl.obolibrary.org/obo/MONDO_0001280>	"MESH:D002833"
<http://purl.obolibrary.org/obo/MONDO_0001280>	"DOID:11406"
<http://purl.obolibrary.org/obo/MONDO_0001280>	"NCIT:C35111"
<http://purl.obolibrary.org/obo/MONDO_0001280>	"MedDRA:10036370"
<http://purl.obolibrary.org/obo/MONDO_0001280>	"SCTID:16553002"
<http://purl.obolibrary.org/obo/MONDO_0001280>	"Orphanet:280892"
<http://purl.obolibrary.org/obo/MONDO_0004670>	"ICD10CM:L93"
<http://purl.obolibrary.org/obo/MONDO_0004670>	"ICD9:695.4"
<http://purl.obolibrary.org/obo/MONDO_0004670>	"UMLS:C0409974"
<http://purl.obolibrary.org/obo/MONDO_0004670>	"DOID:8857"
<http://purl.obolibrary.org/obo/MONDO_0004670>	"NCIT:C27153"
<http://purl.obolibrary.org/obo/MONDO_0004670>	"SCTID:200936003"
<http://purl.obolibrary.org/obo/MONDO_0013600>	"NCIT:C28286"
<http://purl.obolibrary.org/obo/MONDO_0013600>	"ICD10WHO:G47.0"
<http://purl.obolibrary.org/obo/MONDO_0013600>	"MESH:D007319"
<http://purl.obolibrary.org/obo/MONDO_0013600>	"SCTID:193462001"
<http://purl.obolibrary.org/obo/MONDO_0013600>	"ICD10CM:G47.0"
<http://purl.obolibrary.org/obo/MONDO_0013600>	"HP:0100785"
<http://purl.obolibrary.org/obo/MONDO_0013600>	"EFO:0004698"
<http://purl.obolibrary.org/obo/MONDO_0013600>	"ICD9:780.52"
<http://purl.obolibrary.org/obo/MONDO_0013600>	"UMLS:C0393770"
<http://purl.obolibrary.org/obo/MONDO_0018640>	"Orphanet:445197"
<http://purl.obolibrary.org/obo/MONDO_0018640>	"GARD:21863"
<http://purl.obolibrary.org/obo/MONDO_0100014>	"UMLS:C3203657"
<http://purl.obolibrary.org/obo/MONDO_0100014>	"SCTID:724809006"
<http://purl.obolibrary.org/obo/MONDO_0001941>	"SCTID:105597003"
<http://purl.obolibrary.org/obo/MONDO_0001941>	"NCIT:C97109"
<http://purl.obolibrary.org/obo/MONDO_0001941>	"ICD9:369"
<http://purl.obolibrary.org/obo/MONDO_0001941>	"ICD10CM:H54"
<http://purl.obolibrary.org/obo/MONDO_0001941>	"DOID:1432"
<http://purl.obolibrary.org/obo/MONDO_0001941>	"MESH:D001766"
<http://purl.obolibrary.org/obo/MONDO_0000473>	"SCTID:359557001"
<http://purl.obolibrary.org/obo/MONDO_0000473>	"ICD9:447.8"
<http://purl.obolibrary.org/obo/MONDO_0000473>	"NCIT:C35317"
<http://purl.obolibrary.org/obo/MONDO_0000473>	"DOID:0050828"
<http://purl.obolibrary.org/obo/MONDO_0000473>	"UMLS:C0852949"
<http://purl.obolibrary.org/obo/MONDO_0000473>	"ICD9:447.9"
<http://purl.obolibrary.org/obo/MONDO_0021351>	"UMLS:C0027533"
<http://purl.obolibrary.org/obo/MONDO_0021351>	"ICD9:239.89"
<http://purl.obolibrary.org/obo/MONDO_0021351>	"SCTID:126635000"
<http://purl.obolibrary.org/obo/MONDO_0021351>	"NCIT:C3260"
<http://purl.obolibrary.org/obo/MONDO_0005554>	"UMLS:C0009326"
<http://purl.obolibrary.org/obo/MONDO_0005554>	"NCIT:C27204"
<http://purl.obolibrary.org/obo/MONDO_0005554>	"DOID:1575"
<http://purl.obolibrary.org/obo/MONDO_0005554>	"MESH:D012216"
<http://purl.obolibrary.org/obo/MONDO_0005554>	"Wikipedia:Rheumatism"
<http://purl.obolibrary.org/obo/MONDO_0005554>	"EFO:0005755"
<http://purl.obolibrary.org/obo/MONDO_0005554>	"SCTID:396332003"
<http://purl.obolibrary.org/obo/MONDO_0005554>	"ICD9:729.0"
<http://purl.obolibrary.org/obo/MONDO_0060782>	"NCIT:C27274"
<http://purl.obolibrary.org/obo/MONDO_0060782>	"UMLS:C1335471"
<http://purl.obolibrary.org/obo/MONDO_0015514>	"UMLS:CN237424"
<http://purl.obolibrary.org/obo/MONDO_0015514>	"GARD:20012"
<http://purl.obolibrary.org/obo/MONDO_0015514>	"MESH:D006130"
<http://purl.obolibrary.org/obo/MONDO_0015514>	"Orphanet:156643"
<http://purl.obolibrary.org/obo/MONDO_0005153>	"NCIT:C4029"
<http://purl.obolibrary.org/obo/MONDO_0005153>	"GARD:20488"
<http://purl.obolibrary.org/obo/MONDO_0005153>	"ONCOTREE:CEAD"
<http://purl.obolibrary.org/obo/MONDO_0005153>	"ICD10CM:C53.0"
<http://purl.obolibrary.org/obo/MONDO_0005153>	"SCTID:254887002"
<http://purl.obolibrary.org/obo/MONDO_0005153>	"EFO:0001416"
<http://purl.obolibrary.org/obo/MONDO_0005153>	"DOID:3702"
<http://purl.obolibrary.org/obo/MONDO_0005153>	"Orphanet:213772"
<http://purl.obolibrary.org/obo/MONDO_0020120>	"SCTID:75047002"
<http://purl.obolibrary.org/obo/MONDO_0020120>	"GARD:19471"
<http://purl.obolibrary.org/obo/MONDO_0020120>	"MedDRA:10028641"
<http://purl.obolibrary.org/obo/MONDO_0020120>	"Orphanet:206634"
<http://purl.obolibrary.org/obo/MONDO_0020120>	"MESH:D009135"
<http://purl.obolibrary.org/obo/MONDO_0020120>	"UMLS:C1533847"
<http://purl.obolibrary.org/obo/MONDO_0020120>	"Orphanet:98472"
<http://purl.obolibrary.org/obo/MONDO_0024294>	"MESH:D012874"
<http://purl.obolibrary.org/obo/MONDO_0020128>	"DOID:231"
<http://purl.obolibrary.org/obo/MONDO_0020128>	"ICD10CM:G12.2"
<http://purl.obolibrary.org/obo/MONDO_0020128>	"MedDRA:10028003"
<http://purl.obolibrary.org/obo/MONDO_0020128>	"SCTID:37340000"
<http://purl.obolibrary.org/obo/MONDO_0020128>	"ICD9:335.8"
<http://purl.obolibrary.org/obo/MONDO_0020128>	"ICD9:335.2"
<http://purl.obolibrary.org/obo/MONDO_0020128>	"GARD:19477"
<http://purl.obolibrary.org/obo/MONDO_0020128>	"EFO:0003782"
<http://purl.obolibrary.org/obo/MONDO_0020128>	"ICD9:335.9"
<http://purl.obolibrary.org/obo/MONDO_0020128>	"MESH:D016472"
<http://purl.obolibrary.org/obo/MONDO_0020128>	"Orphanet:98503"
<http://purl.obolibrary.org/obo/MONDO_0005618>	"NCIT:C2878"
<http://purl.obolibrary.org/obo/MONDO_0005618>	"DOID:2030"
<http://purl.obolibrary.org/obo/MONDO_0005618>	"MESH:D001008"
<http://purl.obolibrary.org/obo/MONDO_0005618>	"ICD9:300.09"
<http://purl.obolibrary.org/obo/MONDO_0005618>	"EFO:0006788"
<http://purl.obolibrary.org/obo/MONDO_0005618>	"SCTID:197480006"
<http://purl.obolibrary.org/obo/MONDO_0003641>	"DOID:5772"
<http://purl.obolibrary.org/obo/MONDO_0003641>	"UMLS:C1332882"
<http://purl.obolibrary.org/obo/MONDO_0003641>	"NCIT:C5503"
<http://purl.obolibrary.org/obo/MONDO_0044710>	"Orphanet:502369"
<http://purl.obolibrary.org/obo/MONDO_0044710>	"NCIT:C42690"
<http://purl.obolibrary.org/obo/MONDO_0044710>	"GARD:22046"
<http://purl.obolibrary.org/obo/MONDO_0044710>	"UMLS:C0280297"
<http://purl.obolibrary.org/obo/MONDO_0006490>	"SCTID:105121000119102"
<http://purl.obolibrary.org/obo/MONDO_0006490>	"UMLS:C0238518"
<http://purl.obolibrary.org/obo/MONDO_0006490>	"EFO:1000620"
<http://purl.obolibrary.org/obo/MONDO_0006490>	"NCIT:C7736"
<http://purl.obolibrary.org/obo/MONDO_0006490>	"NCIT:C180915"
<http://purl.obolibrary.org/obo/MONDO_0006490>	"ONCOTREE:VSC"
<http://purl.obolibrary.org/obo/MONDO_0003544>	"ICD9:192.2"
<http://purl.obolibrary.org/obo/MONDO_0003544>	"ICD10CM:C72.0"
<http://purl.obolibrary.org/obo/MONDO_0003544>	"SCTID:363475005"
<http://purl.obolibrary.org/obo/MONDO_0003544>	"DOID:5612"
<http://purl.obolibrary.org/obo/MONDO_0003544>	"NCIT:C3572"
<http://purl.obolibrary.org/obo/MONDO_0003544>	"UMLS:C0153646"
<http://purl.obolibrary.org/obo/MONDO_0006162>	"UMLS:C3272611"
<http://purl.obolibrary.org/obo/MONDO_0006162>	"EFO:1000195"
<http://purl.obolibrary.org/obo/MONDO_0006162>	"NCIT:C96160"
<http://purl.obolibrary.org/obo/MONDO_0003876>	"DOID:6425"
<http://purl.obolibrary.org/obo/MONDO_0003876>	"NCIT:C6078"
<http://purl.obolibrary.org/obo/MONDO_0003876>	"UMLS:C0920196"
<http://purl.obolibrary.org/obo/MONDO_0000942>	"NCIT:C26731"
<http://purl.obolibrary.org/obo/MONDO_0000942>	"DOID:10124"
<http://purl.obolibrary.org/obo/MONDO_0000942>	"MESH:D003316"
<http://purl.obolibrary.org/obo/MONDO_0000942>	"ICD9:371.9"
<http://purl.obolibrary.org/obo/MONDO_0000942>	"UMLS:C0010034"
<http://purl.obolibrary.org/obo/MONDO_0000942>	"ICD9:371.89"
<http://purl.obolibrary.org/obo/MONDO_0000942>	"ICD9:371.30"
<http://purl.obolibrary.org/obo/MONDO_0000942>	"SCTID:15250008"
<http://purl.obolibrary.org/obo/MONDO_0018509>	"NCIT:C43534"
<http://purl.obolibrary.org/obo/MONDO_0018509>	"GARD:21764"
<http://purl.obolibrary.org/obo/MONDO_0018509>	"UMLS:C1710111"
<http://purl.obolibrary.org/obo/MONDO_0018509>	"Orphanet:423968"
<http://purl.obolibrary.org/obo/MONDO_0003216>	"NCIT:C6155"
<http://purl.obolibrary.org/obo/MONDO_0003216>	"DOID:4938"
<http://purl.obolibrary.org/obo/MONDO_0003216>	"UMLS:C1336873"
<http://purl.obolibrary.org/obo/MONDO_0000590>	"DOID:0060033"
<http://purl.obolibrary.org/obo/MONDO_0004609>	"DOID:8566"
<http://purl.obolibrary.org/obo/MONDO_0004609>	"SCTID:88594005"
<http://purl.obolibrary.org/obo/MONDO_0004609>	"EFO:1002022"
<http://purl.obolibrary.org/obo/MONDO_0004609>	"ICD9:058.89"
<http://purl.obolibrary.org/obo/MONDO_0004609>	"ICD9:054"
<http://purl.obolibrary.org/obo/MONDO_0004609>	"MESH:D006561"
<http://purl.obolibrary.org/obo/MONDO_0004609>	"ICD10CM:B00"
<http://purl.obolibrary.org/obo/MONDO_0004609>	"UMLS:C0019348"
<http://purl.obolibrary.org/obo/MONDO_0001505>	"ICD10CM:K70.1"
<http://purl.obolibrary.org/obo/MONDO_0001505>	"NCIT:C34684"
<http://purl.obolibrary.org/obo/MONDO_0001505>	"ICD9:571.1"
<http://purl.obolibrary.org/obo/MONDO_0001505>	"DOID:12351"
<http://purl.obolibrary.org/obo/MONDO_0001505>	"UMLS:C0019187"
<http://purl.obolibrary.org/obo/MONDO_0001505>	"MESH:D006519"
<http://purl.obolibrary.org/obo/MONDO_0001505>	"CSP:1754-6978"
<http://purl.obolibrary.org/obo/MONDO_0001505>	"SCTID:235875008"
<http://purl.obolibrary.org/obo/MONDO_0045046>	"ICD9:246.8"
<http://purl.obolibrary.org/obo/MONDO_0045046>	"UMLS:C0271824"
<http://purl.obolibrary.org/obo/MONDO_0045046>	"SCTID:36985004"
<http://purl.obolibrary.org/obo/MONDO_0001474>	"SCTID:198142001"
<http://purl.obolibrary.org/obo/MONDO_0001474>	"DOID:12265"
<http://purl.obolibrary.org/obo/MONDO_0001474>	"UMLS:C0156328"
<http://purl.obolibrary.org/obo/MONDO_0001474>	"ICD9:614.1"
<http://purl.obolibrary.org/obo/MONDO_0004496>	"MESH:D009205"
<http://purl.obolibrary.org/obo/MONDO_0004496>	"SCTID:50920009"
<http://purl.obolibrary.org/obo/MONDO_0004496>	"ICD10CM:I40"
<http://purl.obolibrary.org/obo/MONDO_0004496>	"NORD:1882"
<http://purl.obolibrary.org/obo/MONDO_0004496>	"UMLS:C0027059"
<http://purl.obolibrary.org/obo/MONDO_0004496>	"ICD9:429.0"
<http://purl.obolibrary.org/obo/MONDO_0004496>	"NCIT:C34831"
<http://purl.obolibrary.org/obo/MONDO_0004496>	"DOID:820"
<http://purl.obolibrary.org/obo/MONDO_0003107>	"DOID:4706"
<http://purl.obolibrary.org/obo/MONDO_0003107>	"UMLS:C0751593"
<http://purl.obolibrary.org/obo/MONDO_0003107>	"MESH:D015192"
<http://purl.obolibrary.org/obo/MONDO_0003107>	"NCIT:C3139"
<http://purl.obolibrary.org/obo/MONDO_0003107>	"NCIT:C4966"
<http://purl.obolibrary.org/obo/MONDO_0003939>	"EFO:0002970"
<http://purl.obolibrary.org/obo/MONDO_0003939>	"MESH:D009135"
<http://purl.obolibrary.org/obo/MONDO_0003939>	"DOID:0080000"
<http://purl.obolibrary.org/obo/MONDO_0003939>	"ICD10CM:M60-M63"
<http://purl.obolibrary.org/obo/MONDO_0003939>	"DOID:66"
<http://purl.obolibrary.org/obo/MONDO_0008487>	"EFO:0000660"
<http://purl.obolibrary.org/obo/MONDO_0008487>	"SCTID:69878008"
<http://purl.obolibrary.org/obo/MONDO_0008487>	"UMLS:C0032460"
<http://purl.obolibrary.org/obo/MONDO_0008487>	"ICD9:256.4"
<http://purl.obolibrary.org/obo/MONDO_0008487>	"Orphanet:3185"
<http://purl.obolibrary.org/obo/MONDO_0008487>	"DOID:11612"
<http://purl.obolibrary.org/obo/MONDO_0008487>	"NCIT:C26862"
<http://purl.obolibrary.org/obo/MONDO_0008487>	"MESH:D011085"
<http://purl.obolibrary.org/obo/MONDO_0008487>	"OMIM:184700"
<http://purl.obolibrary.org/obo/MONDO_0003090>	"UMLS:C0238019"
<http://purl.obolibrary.org/obo/MONDO_0003090>	"SCTID:372101000"
<http://purl.obolibrary.org/obo/MONDO_0003090>	"NCIT:C3860"
<http://purl.obolibrary.org/obo/MONDO_0003090>	"DOID:4682"
<http://purl.obolibrary.org/obo/MONDO_0021224>	"NCIT:C3142"
<http://purl.obolibrary.org/obo/MONDO_0021224>	"MESH:D015811"
<http://purl.obolibrary.org/obo/MONDO_0021224>	"UMLS:C0022079"
<http://purl.obolibrary.org/obo/MONDO_0024881>	"SCTID:128462008"
<http://purl.obolibrary.org/obo/MONDO_0024881>	"NCIT:C4968"
<http://purl.obolibrary.org/obo/MONDO_0024881>	"ICD9:198.89"
<http://purl.obolibrary.org/obo/MONDO_0024881>	"ICD9:199.1"
<http://purl.obolibrary.org/obo/MONDO_0000602>	"DOID:0060050"
<http://purl.obolibrary.org/obo/MONDO_0024331>	"UMLS:C0009402"
<http://purl.obolibrary.org/obo/MONDO_0024331>	"DOID:0080199"
<http://purl.obolibrary.org/obo/MONDO_0024331>	"NCIT:C2955"
<http://purl.obolibrary.org/obo/MONDO_0016126>	"Orphanet:206991"
<http://purl.obolibrary.org/obo/MONDO_0016126>	"GARD:20377"
<http://purl.obolibrary.org/obo/MONDO_0016126>	"UMLS:C0150005"
<http://purl.obolibrary.org/obo/MONDO_0016126>	"SCTID:240105009"
<http://purl.obolibrary.org/obo/MONDO_0016126>	"ICD9:729.1"
<http://purl.obolibrary.org/obo/MONDO_0016126>	"MedDRA:10051512"
<http://purl.obolibrary.org/obo/MONDO_0008383>	"MESH:D001172"
<http://purl.obolibrary.org/obo/MONDO_0008383>	"EFO:0000685"
<http://purl.obolibrary.org/obo/MONDO_0008383>	"NCIT:C2884"
<http://purl.obolibrary.org/obo/MONDO_0008383>	"OMIM:180300"
<http://purl.obolibrary.org/obo/MONDO_0008383>	"SCTID:69896004"
<http://purl.obolibrary.org/obo/MONDO_0008383>	"DOID:7148"
<http://purl.obolibrary.org/obo/MONDO_0008383>	"Orphanet:284130"
<http://purl.obolibrary.org/obo/MONDO_0008383>	"ICD9:714.0"
<http://purl.obolibrary.org/obo/MONDO_0008383>	"HP:0001370"
<http://purl.obolibrary.org/obo/MONDO_0008383>	"UMLS:C0003873"
<http://purl.obolibrary.org/obo/MONDO_0002602>	"NCIT:C2934"
<http://purl.obolibrary.org/obo/MONDO_0002602>	"SCTID:23853001"
<http://purl.obolibrary.org/obo/MONDO_0002602>	"DOID:331"
<http://purl.obolibrary.org/obo/MONDO_0002602>	"MESH:D002493"
<http://purl.obolibrary.org/obo/MONDO_0002602>	"UMLS:C4021765"
<http://purl.obolibrary.org/obo/MONDO_0000919>	"UMLS:C0153454"
<http://purl.obolibrary.org/obo/MONDO_0000919>	"ICD9:156.2"
<http://purl.obolibrary.org/obo/MONDO_0000919>	"NCIT:C3536"
<http://purl.obolibrary.org/obo/MONDO_0000919>	"SCTID:363417006"
<http://purl.obolibrary.org/obo/MONDO_0000919>	"DOID:10020"
<http://purl.obolibrary.org/obo/MONDO_0021210>	"NCIT:C3419"
<http://purl.obolibrary.org/obo/MONDO_0021210>	"HP:0100551"
<http://purl.obolibrary.org/obo/MONDO_0021210>	"EFO:1001437"
<http://purl.obolibrary.org/obo/MONDO_0021210>	"UMLS:C0040582"
<http://purl.obolibrary.org/obo/MONDO_0021210>	"GTR:AN0481062"
<http://purl.obolibrary.org/obo/MONDO_0021210>	"MESH:D014134"
