?cls	?replCls	?consCls
<http://purl.obolibrary.org/obo/MONDO_0017146>		
<http://purl.obolibrary.org/obo/RO_0002310>		
<http://purl.obolibrary.org/obo/SYMP_0000626>	<http://purl.obolibrary.org/obo/SYMP_0019161>	
